,User-ID,ISBN,Book-Rating
290770,69355,0449219372,5
290788,69355,0399133143,6
290808,69355,0486268780,8
290866,69355,0553262580,6
290869,69355,0553262645,6
290870,69355,0553265520,5
290878,69355,0553287303,4
290879,69355,0553288342,4
290899,69355,0553801376,6
291140,69355,0375700757,8
291145,69355,0875420281,9
291172,69355,0895771462,8
291186,69355,091581112X,8
291250,69355,1885211279,7
291278,69378,0060008725,7
291279,69378,0060924349,8
291280,69378,0060188731,7
291286,69378,0060976977,10
291292,69378,0140070206,8
291301,69378,0142004278,7
291306,69378,0312278586,6
291309,69378,0316777722,9
291314,69378,0312421273,7
291316,69378,0385722206,8
291327,69378,0425178102,7
291329,69378,042518336X,8
291332,69378,0440942500,8
291333,69378,0440975344,5
291343,69378,0451191145,8
291361,69378,0553251996,7
291364,69378,0553382411,6
291367,69378,0618219064,6
291376,69378,0679762108,8
291377,69378,0679766626,6
291382,69378,0743464451,7
291384,69378,078688505X,6
291389,69378,0806511532,7
291398,69378,0971880107,5
291399,69378,037542217X,8
291404,69378,1861976127,9
291419,69389,0060192704,7
291420,69389,0060391553,7
291421,69389,0060391626,8
291425,69389,030681188X,8
291427,69389,0312980140,9
291431,69389,0312306326,8
291433,69389,0312185863,9
291434,69389,0312203039,9
291436,69389,0316168688,8
291440,69389,0375506039,9
291442,69389,0425174344,7
291443,69389,0399147195,8
291446,69389,0439139600,8
291447,69389,043935806X,8
291448,69389,0440403278,9
291449,69389,044661257X,8
291450,69389,0316666009,8
291451,69389,0451197968,7
291454,69389,0670220264,8
291455,69389,0451160452,8
291459,69389,0451132343,8
291461,69389,067082982X,8
291463,69389,0452278902,8
291465,69389,0449912302,6
291466,69389,0517886014,5
291471,69389,0553213172,8
291472,69389,0312977409,8
291475,69389,0553271636,8
291476,69389,0553279556,8
291477,69389,0553279912,8
291478,69389,0553280341,8
291479,69389,0553280368,8
291480,69389,0553284789,8
291482,69389,0670839531,9
291483,69389,0451186362,9
291485,69389,0671001795,9
291488,69389,0375707972,6
291490,69389,0671568175,8
291491,69389,0671867113,8
291492,69389,0553280147,8
291493,69389,0375725784,6
291494,69389,0671042858,8
291495,69389,0743456866,9
291497,69389,0767903625,7
291498,69389,0786861541,7
291499,69389,0786863404,8
291501,69389,0836221311,8
291502,69389,0842321934,6
291503,69389,0842321942,6
291506,69389,0842329145,8
291521,69389,0887308716,8
291522,69389,1551669153,9
291603,69405,0399137203,8
291606,69405,0425186709,7
291621,69405,0425190838,7
291622,69405,0380725835,7
291624,69405,0440111811,8
291632,69405,0452283795,8
291638,69405,0385315236,8
291644,69405,0446356875,6
291675,69405,0515131229,8
291677,69405,051513287X,8
291679,69405,0380815923,5
291684,69405,0553277243,8
291687,69405,0553110942,9
291715,69405,0684862719,8
291726,69405,0767905938,8
291801,69410,0312978367,7
291802,69410,0312244266,7
291804,69410,0425179613,10
291806,69410,0446519138,10
291807,69410,0525946284,7
291845,69460,0679457313,9
291849,69460,0140445285,8
291853,69460,0805054073,6
291855,69460,0385483503,8
291857,69460,0811807843,7
291923,69511,067978148X,6
291928,69512,0446605484,9
291929,69512,0316666009,10
291931,69512,0451202856,9
291933,69512,0553578693,9
291935,69512,0743411439,7
291936,69512,0786889608,10
291954,69554,0061054151,7
291962,69554,034530456X,8
291964,69554,0394498216,9
291968,69554,0345389980,8
292001,69554,0786881852,5
292034,69593,0671689762,7
292036,69593,0671867164,7
292046,69600,0380014033,6
292082,69627,0345414365,8
292083,69627,0394736656,9
292088,69627,0486270513,8
292091,69627,0553254510,7
292094,69627,0553348477,9
292162,69658,038542471X,10
292168,69658,0375411550,10
292182,69658,0671798316,10
292183,69658,0671791974,10
292203,69684,0060976624,8
292204,69684,0060987049,6
292212,69684,0140092501,7
292214,69684,0140133968,7
292230,69684,0374129983,9
292234,69684,0316779423,7
292240,69684,0345314220,8
292242,69684,0345321383,7
292262,69684,0380007959,6
292263,69684,0380713802,7
292269,69684,0393311147,8
292270,69684,0393315703,7
292271,69684,0553346687,9
292277,69684,0440351626,7
292295,69684,0553580515,7
292299,69684,0671617044,5
292307,69684,0679760377,7
292310,69684,0679777547,6
292313,69684,068816112X,6
292316,69684,0767903862,8
292323,69684,0812536355,8
292389,69697,0440967694,10
292403,69697,0312971125,8
292418,69697,0312261594,5
292572,69697,0373218095,9
292633,69697,0373242328,8
292700,69697,0373259565,9
292806,69697,0373483694,9
292809,69697,0373483899,9
293016,69697,0373790937,6
293064,69697,0440117437,10
293072,69697,037383568X,8
293078,69697,0373835760,9
293196,69697,0394751043,5
293211,69697,0425148297,10
293213,69697,0425150984,10
293214,69697,0671745107,10
293216,69697,0425155188,9
293220,69697,0425173631,10
293222,69697,0425160394,10
293223,69697,0425163717,10
293227,69697,0425168131,10
293230,69697,042517140X,10
293233,69697,0425157628,10
293239,69697,067102096X,10
293243,69697,0425183971,10
293261,69697,042519485X,8
293265,69697,0439139600,10
293266,69697,043935806X,10
293405,69697,0451165594,8
293456,69697,0451411129,8
293457,69697,0451411137,7
293486,69697,050552113X,10
293490,69697,0505523302,10
293491,69697,0505523752,10
293493,69697,0446353914,10
293497,69697,0505524090,10
293498,69697,050552421X,10
293502,69697,0505524503,10
293524,69697,0505525526,9
293525,69697,0505525534,9
293536,69697,0515111317,8
293537,69697,051511779X,9
293544,69697,0515123854,10
293565,69697,0515131091,10
293578,69697,0515132764,9
293597,69697,0515135216,9
293598,69697,0515135968,10
293603,69697,0515136824,10
293619,69697,0553289322,9
293622,69697,055329315X,8
293623,69697,0553293168,9
293625,69697,0553293257,8
293642,69697,0553561537,9
293657,69697,042516828X,8
293659,69697,0553574108,8
293714,69697,0553583360,8
293722,69697,0671003348,7
293723,69697,0671003364,9
293725,69697,0671003518,10
293739,69697,0671019716,8
293742,69697,0671019759,10
293747,69697,0671025333,8
293748,69697,067179356X,9
293753,69697,0671034065,10
293754,69697,0671027581,9
293763,69697,0671034057,8
293764,69697,0671027573,10
293777,69697,0671516922,9
293778,69697,0671521500,7
293787,69697,0671034413,8
293789,69697,0671689738,8
293791,69697,0671702513,9
293794,69697,0671728571,9
293798,69697,0671737821,9
293799,69697,067173783X,8
293800,69697,0671744208,9
293807,69697,0671778714,7
293814,69697,0671793551,8
293815,69697,0671025341,9
293852,69697,0743436601,8
293875,69697,074347628X,10
293880,69697,0758200862,10
294000,69697,0821768417,5
294035,69697,082177512X,9
294052,69697,0843944463,10
294056,69697,0446527033,9
294075,69697,084394952X,10
294091,69697,084395048X,9
294118,69697,1551661586,8
294125,69697,1551664372,9
294139,69697,1551665743,10
294145,69697,1551666189,9
294158,69697,1551666804,9
294174,69697,1551667339,9
294179,69697,1551667436,9
294196,69697,1551668513,9
294206,69697,1551668866,8
294225,69697,155166948X,10
294228,69697,155166951X,9
294230,69697,1551669587,8
294257,69709,0312980388,8
294258,69709,0316602906,6
294264,69709,0440225825,7
294265,69709,0399151877,8
294272,69709,0451197038,8
294273,69709,0451404319,7
294274,69709,0786867248,7
294276,69709,0553801341,6
294277,69709,0553582143,7
294283,69709,0786013567,6
294313,69721,031205436X,7
294322,69721,0345418271,10
294330,69721,0380978407,9
294340,69721,0425067947,8
294342,69721,0425173895,10
294344,69721,0440117658,6
294378,69721,0451167716,9
294392,69721,0553573314,9
294401,69721,0670030031,8
294433,69721,0811811409,3
294448,69721,1563891050,10
294449,69721,1563898586,10
294474,69749,0374525641,8
294475,69749,037571894X,9
294481,69749,0671683993,9
294487,69749,0802150241,9
294488,69749,092007944X,6
294504,69775,034538430X,10
294511,69775,0425153975,10
294512,69775,0425163385,10
294519,69775,067082982X,10
294520,69775,0609801864,10
294521,69775,0451198638,10
294524,69775,0671648152,10
294526,69775,067164257X,10
294539,69775,1568846444,10
294553,69790,0007141076,7
294554,69790,000716226X,3
294555,69790,0060928336,5
294557,69790,0312278586,8
294588,69808,0743215052,10
294591,69808,0767903579,5
294595,69808,0679729798,8
294607,69808,202025462X,5
294739,69808,2253005274,8
295019,69929,0312980388,10
295021,69929,038056176X,9
295022,69929,0679444815,7
295024,69929,0425161722,8
295025,69929,0449203794,9
295035,69933,0679450440,8
295037,69933,0380975017,8
295038,69933,0425175405,8
295041,69933,0684195984,9
295043,69933,0440224640,7
295044,69933,0385324057,10
295051,69933,0446603929,10
295052,69933,067187263X,9
295057,69933,0515126772,10
295058,69933,0515128546,9
295063,69933,0553568760,10
295065,69933,0553800949,9
295066,69933,0553800973,8
295073,69933,0553280147,9
295074,69933,0684835983,9
295083,69933,0937611018,7
295108,69945,0553106341,8
295110,69945,0671027387,8
295159,69967,0679446486,8
295160,69967,0679457143,9
295172,69967,0553576143,5
295181,69967,0140293442,8
295190,69971,0061009504,6
295235,69971,0374199698,7
295236,69971,0312423772,10
295239,69971,0812550307,1
295241,69971,0812550293,1
295273,69971,0345321383,8
295302,69971,0679444815,4
295304,69971,0345423097,9
295307,69971,0345435028,9
295309,69971,034543739X,8
295318,69971,0375501347,7
295346,69971,038079439X,9
295349,69971,0380816547,8
295361,69971,044022103X,10
295363,69971,0385474016,7
295364,69971,0385486804,4
295366,69971,037541309X,9
295386,69971,0395193958,10
295417,69971,0399149325,3
295432,69971,038550120X,3
295447,69971,0425080021,5
295469,69971,0446532231,6
295486,69971,0804117683,6
295487,69971,0099143712,9
295489,69971,0451191137,1
295507,69971,0525947647,9
295532,69971,0553562738,10
295535,69971,0553569074,6
295538,69971,0553579908,9
295542,69971,0553575422,10
295544,69971,0553577239,10
295586,69971,0395669588,4
295597,69971,0671748092,8
295641,69971,0399134204,8
295642,69971,0399135782,10
295643,69971,0399141146,10
295657,69971,0812524268,10
295664,69971,0812550757,10
295772,69971,1400031354,8
295820,69986,0345452577,7
295823,69986,0425195449,7
295824,69986,0399150897,8
295839,69986,074345300X,5
295865,70014,0060194448,5
295869,70014,0312265840,7
295871,70014,0679459626,8
295873,70014,0449147282,8
295878,70014,0439139597,10
295879,70014,0446353930,5
295882,70014,0441627404,9
295885,70014,0525946284,5
295888,70014,0684846004,10
295890,70014,067102535X,8
295938,70052,067087311X,7
295951,70052,0316168815,10
295958,70052,0345384202,7
295970,70052,0452282195,5
295976,70052,0380715929,8
295982,70052,0380773155,7
296001,70052,0399142282,6
296011,70052,0385421982,6
296014,70052,0385315236,8
296026,70052,0446364193,8
296027,70052,0446513067,7
296036,70052,0060198346,8
296040,70052,0618526412,8
296043,70052,0449210820,8
296065,70052,0451161394,3
296071,70052,0441304834,10
296079,70052,0553493981,5
296080,70052,0553561618,7
296103,70052,0684841177,5
296111,70052,0671042572,7
296112,70052,0671047515,5
296120,70052,0671689231,7
296123,70052,0671776126,5
296140,70052,0671867156,5
296144,70052,0684869241,9
296157,70052,0743431022,9
296162,70052,076791404X,5
296184,70052,0399134204,6
296185,70052,0399135782,9
296186,70052,0399146431,7
296197,70052,0886777844,4
296237,70063,0375750525,8
296243,70063,0380820145,7
296245,70063,0725107251,9
296276,70065,0345378482,6
296298,70065,0399142282,7
296299,70065,0399145087,7
296301,70065,039914739X,6
296305,70065,0671025589,2
296308,70065,0385334036,4
296318,70065,0805019367,7
296330,70065,0451521285,5
296332,70065,0515095826,6
296360,70065,0671039415,3
296385,70065,0886777631,6
296388,70065,0894808249,5
296417,70066,0843950498,10
296527,70183,0061009431,6
296535,70183,0394534433,8
296537,70183,0394498216,8
296538,70183,0345360001,7
296541,70183,0345373707,5
296546,70183,0345422384,6
296547,70183,0345422392,8
296548,70183,0375700811,8
296555,70183,0385319673,6
296557,70183,0440215439,7
296559,70183,0446602280,7
296564,70183,0877958262,7
296574,70183,0553568159,10
296575,70183,0553568167,10
296590,70183,0671791974,7
296591,70183,0671009443,3
296592,70183,0671880306,5
296594,70183,0345389417,8
296595,70183,0345409671,9
296616,70183,0786915749,10
296620,70183,1560768401,6
296623,70183,1573225053,9
296639,70189,0385315236,10
296640,70189,0440224624,8
296643,70189,0517580497,10
296644,70189,055328942X,10
296645,70189,0684853507,9
296647,70192,0061099570,5
296654,70192,0441172717,4
296663,70192,0553562738,8
296666,70192,0804108749,4
296676,70198,0671007696,4
296677,70198,0671020293,5
296679,70198,0671443283,10
296680,70198,0671729403,9
296683,70198,0786861363,3
296698,70205,034540727X,8
296701,70205,0393300560,9
296706,70205,0140288503,7
296736,70222,0062502174,9
296760,70222,0385474903,7
296770,70222,038533558X,9
296772,70222,0446391581,8
296797,70222,0679772669,8
296822,70222,0971880107,5
296873,70238,3492045170,10
296874,70238,3492045642,3
296927,70302,0140250948,8
296931,70302,0449208109,6
296937,70302,0060988649,8
296939,70302,0394717155,8
296961,70318,0140159401,5
296962,70318,0140264795,5
296964,70318,0380807343,6
296967,70318,0609804138,7
297003,70345,0451203593,5
297008,70345,0399149821,8
297039,70379,0064405176,10
297041,70379,014034893X,10
297043,70379,0310209307,8
297045,70379,0380542625,10
297046,70379,0380652277,8
297049,70379,0440237688,10
297051,70379,0525945210,10
297052,70379,0590452037,9
297058,70379,1558743669,10
297059,70379,1558745157,8
297075,70401,0061020842,10
297082,70401,0373153260,10
297116,70401,0446675059,10
297133,70401,0316969680,8
297136,70401,1551669234,10
297141,70402,0060934417,10
297144,70402,0151006725,6
297146,70402,0312202318,7
297152,70402,0688147259,7
297153,70402,0385498411,10
297161,70402,0399145990,7
297162,70402,0399148027,8
297167,70402,0553803328,8
297174,70402,0679764895,10
297177,70402,087113795X,9
297178,70402,0399146431,8
297189,70415,0061093092,7
297218,70415,0312195516,10
297225,70415,0316781266,3
297257,70415,0380016990,8
297260,70415,0380708353,9
297261,70415,0671638688,10
297266,70415,0380754371,8
297292,70415,0440217512,7
297301,70415,0385418485,10
297313,70415,0425186326,7
297314,70415,0440167531,8
297315,70415,0440168724,7
297317,70415,0440177049,7
297321,70415,0312961324,10
297332,70415,0440508975,10
297340,70415,0446363251,8
297341,70415,0446603309,8
297344,70415,0446607193,8
297345,70415,0446611867,7
297346,70415,0446516538,6
297357,70415,0449212750,8
297358,70415,0449206211,8
297359,70415,0449206181,8
297360,70415,0449219372,8
297361,70415,0449213323,8
297363,70415,0805019359,8
297364,70415,0449221512,8
297408,70415,0553561618,8
297412,70415,055356983X,10
297433,70415,0671673653,8
297439,70415,0671867113,8
297445,70415,0743211375,6
297458,70415,0449911004,9
297488,70415,0875961517,8
297495,70415,088396631X,10
297502,70415,0918949165,10
297509,70415,0965866807,10
297516,70415,1558538445,10
297517,70415,1558747109,8
297547,70435,0375712925,8
297551,70435,0440236673,5
297553,70435,0385334036,8
297557,70435,0345404777,8
297571,70448,0394534433,7
297572,70448,0394498216,9
297574,70448,0394558235,8
297578,70448,038532720X,8
297580,70448,0440228166,8
297749,70541,0060931914,10
297750,70541,0060152583,7
297751,70541,0140154078,8
297756,70541,0345371984,7
297757,70541,0345389247,7
297758,70541,0060533986,10
297764,70541,0439286069,7
297767,70541,0670220264,6
297772,70541,0525943749,7
297774,70541,0452284236,8
297779,70541,0553076256,4
297780,70541,0679417796,8
297781,70541,055380202X,8
297797,70541,0140293442,8
297799,70541,1573221937,7
297814,70543,0380753006,8
297818,70543,0553802542,10
297819,70543,067173685X,9
297844,70556,0446387878,8
297845,70556,0671646575,8
297847,70556,0786884142,6
297874,70564,0399145087,8
297876,70564,0446364800,8
297877,70564,0446602450,7
297896,70564,0671000314,8
297914,70569,006109398X,8
297940,70569,0786915501,8
298125,70594,0060175966,9
298126,70594,006019443X,8
298135,70594,0066212855,8
298146,70594,0142002267,9
298154,70594,0312980159,8
298161,70594,0805054081,9
298164,70594,0312969252,8
298166,70594,0312263120,8
298170,70594,0316570826,9
298181,70594,0679446486,7
298185,70594,0345434471,9
298190,70594,0375422331,7
298192,70594,0375507523,9
298194,70594,0380765462,8
298196,70594,0380978407,10
298198,70594,0380816547,8
298199,70594,0380978415,9
298206,70594,0765349671,9
298207,70594,0385504268,9
298208,70594,0385722192,9
298209,70594,0440241537,7
298211,70594,0440242002,7
298221,70594,0425192741,9
298222,70594,0385234104,8
298226,70594,0440215730,8
298231,70594,0446517380,6
298238,70594,0525945725,7
298239,70594,0452283914,9
298245,70594,0525947647,9
298246,70594,0525947914,8
298249,70594,0553099957,8
298251,70594,0553348477,8
298254,70594,0553801945,8
298260,70594,0590324217,6
298275,70594,0743486226,8
298277,70594,0743249925,7
298294,70594,0688178057,6
298296,70594,0740726633,9
298298,70594,0671567829,8
298310,70594,0767902521,9
298312,70594,0767908171,9
298331,70594,0786864672,7
298334,70594,0805063315,9
298335,70594,0805063897,9
298337,70594,0805073205,9
298357,70594,0892967811,8
298358,70594,0553212443,7
298367,70594,1400031354,10
298368,70594,1400031362,9
298372,70594,0393046974,6
298374,70594,1550223968,9
298388,70594,1550548913,9
298397,70594,1861976127,8
298433,70628,0060507845,6
298436,70628,0140264795,8
298438,70628,0375701907,6
298442,70628,0440509238,5
298443,70628,014027927X,6
298445,70628,0671683993,6
298446,70628,0758203888,5
298451,70628,3442727952,7
298494,70649,0060096209,10
298495,70649,0060976497,1
298496,70649,0140097058,10
298497,70649,0140167153,9
298507,70649,0446527165,10
298508,70649,0446525502,7
298512,70649,0553274503,10
298513,70649,1882723007,8
298517,70649,0671874349,8
298520,70649,0743213831,10
298521,70649,0743406176,10
298522,70649,076790382X,10
298523,70649,0786881852,8
298524,70649,0971880107,8
298526,70649,1570613818,10
298537,70666,0060192704,5
298538,70666,006096975X,10
298541,70666,0061094129,5
298543,70666,0553240749,5
298544,70666,0140275010,5
298551,70666,0345353145,8
298552,70666,0345354613,5
298553,70666,0345354648,5
298557,70666,0345378482,5
298558,70666,038056176X,6
298559,70666,0394589424,5
298561,70666,0679446486,5
298565,70666,0440214041,8
298566,70666,076790592X,10
298568,70666,0425052478,5
298570,70666,0425120279,6
298571,70666,0425116840,5
298573,70666,042513525X,5
298574,70666,0425180050,9
298575,70666,0425173534,7
298576,70666,0425176932,5
298578,70666,038542471X,9
298579,70666,0385472943,10
298580,70666,0385424736,6
298581,70666,0385314744,5
298583,70666,0440226708,7
298585,70666,0385497466,7
298588,70666,0446603589,5
298590,70666,0446522597,5
298591,70666,0446607339,5
298592,70666,0446523321,7
298593,70666,0446525774,9
298594,70666,0449213447,6
298602,70666,0451210638,8
298609,70666,0553211765,4
298611,70666,0553263218,7
298612,70666,0553280414,9
298615,70666,0374270325,5
298623,70666,0684853507,5
298629,70666,0679445358,7
298637,70666,0786889020,8
298638,70666,0786862564,5
298639,70666,0786862572,8
298641,70666,080410526X,9
298648,70666,0887308589,6
298711,70703,0140061401,5
298712,70703,0394561619,10
298717,70703,0140274154,4
298727,70703,0140430164,8
298728,70703,0140620753,5
298737,70703,0140186476,4
298748,70703,019282760X,10
298755,70703,0517266555,9
298772,70713,006050918X,4
298790,70713,0385503857,9
298796,70713,0684844818,8
298837,70740,0385472943,8
298856,70772,0345423402,6
298857,70772,0688148638,5
298867,70772,1557731136,7
298876,70791,0345331389,8
298878,70791,0060958324,9
298883,70791,1583224890,5
298912,70796,8478884459,5
298953,70864,0312995423,3
298954,70864,0345342569,8
298956,70864,0375702695,5
298958,70864,0393314804,9
298960,70864,0425152901,3
298961,70864,0399142282,5
298964,70864,0440203430,5
298966,70864,0446606251,8
298969,70864,0805002545,9
298971,70864,0899193625,10
298991,70878,0060987529,5
298996,70878,0425167313,9
298997,70878,0515127221,8
298998,70878,0684848961,8
299042,70918,0312291639,9
299043,70918,0440180295,6
299047,70918,0679742115,7
299049,70918,0767902041,4
299071,70931,0375504397,7
299072,70931,0373250282,5
299075,70931,0373250533,8
299076,70931,0373250541,8
299077,70931,037325055X,8
299091,70931,0394800168,10
299096,70931,0670868361,7
299097,70931,0525941908,7
299098,70931,0451196716,7
299099,70931,0451197879,7
299100,70931,0451151224,7
299116,70931,0684865742,8
299117,70931,067102423X,7
299130,70931,0786863986,7
299150,70940,0060175966,8
299252,70999,0670891576,10
299286,70999,0440419468,8
299313,70999,0743204735,7
299336,70999,0895261901,9
299393,71075,0380773805,8
299397,71075,042518904X,8
299398,71075,0385416342,8
299410,71076,0762406984,8
299411,71076,0849911796,10
299473,71102,006098726X,7
299475,71102,0060977337,7
299481,71102,0345384687,7
299482,71102,0345424654,8
299487,71102,0380815931,8
299494,71102,0393315703,8
299503,71102,0553275976,8
299504,71102,0060958324,8
299505,71102,055357549X,8
299508,71102,0671434225,8
299510,71102,0671755056,8
299511,71102,0679720200,8
299512,71102,0679743243,7
299516,71102,0440204399,8
299519,71102,0812520475,7
299550,71162,0316107093,8
299551,71162,0316107298,8
299553,71162,0316107387,8
299554,71162,0316107417,8
299561,71162,0486290301,8
299564,71162,0380725231,7
299566,71162,0971880107,5
299568,71162,1550548913,8
299588,71181,0061057363,5
299590,71181,0312927746,7
299591,71181,0440202507,7
299592,71181,0446516538,7
299594,71181,0446525502,8
299595,71181,0553256971,5
299596,71181,0553096834,7
299600,71183,0385475713,5
299610,71183,0553571885,7
299612,71183,0767903579,7
299629,71193,0380731193,7
299631,71193,0380798581,8
299632,71193,0440224047,7
299634,71193,0446363383,8
299635,71193,080501084X,7
299637,71193,0385605145,6
299638,71193,0804104549,9
299655,71207,0028603958,7
299667,71207,0394558235,5
299682,71207,044651652X,7
299683,71207,0446364495,9
299685,71207,0446530522,9
299708,71207,1551668912,6
299719,71223,0425141551,8
299721,71223,0425179559,9
299724,71223,0385335431,7
299726,71223,0385336314,5
299728,71223,0743456335,5
299729,71223,0805063889,10
299738,71227,006254862X,5
299741,71227,0671695886,8
299747,71227,0679723161,8
299750,71227,068484477X,10
299793,71234,0345468694,10
299799,71234,0345337662,10
299803,71234,0399148760,10
299806,71234,0425168964,6
299817,71234,0449002411,10
299818,71234,0452257743,10
299823,71234,0451403703,10
299829,71234,0517064871,10
299830,71234,0517073692,10
299832,71234,0553106643,10
299833,71234,0553801341,10
299834,71234,0553582763,10
299836,71234,0553802496,10
299852,71234,0743457358,10
299855,71234,0765341972,8
299857,71234,0786890436,10
299862,71234,1401301231,3
299877,71261,0745926290,9
299878,71261,0140254544,9
299879,71261,030700645X,10
299880,71261,0307987655,10
299889,71261,0425177068,8
300023,71358,0061094048,5
300109,71470,0060938455,6
300139,71470,0688084885,10
300148,71470,0446677477,9
300173,71470,0671887173,10
300178,71470,0671864416,10
300261,71490,0425184498,8
300265,71490,031225346X,9
300266,71490,0394498216,8
300267,71490,0345353145,7
300268,71490,038056176X,8
300271,71490,0385722109,4
300275,71490,0425092178,7
300277,71490,0425097773,5
300279,71490,0399143130,5
300287,71490,0446525537,8
300291,71490,0451458540,6
300292,71490,0553262505,6
300293,71490,0553106651,8
300297,71490,067988288X,6
300300,71490,0765342987,10
300301,71490,0375507124,6
300355,71521,0380720191,7
300357,71521,043935806X,7
300358,71521,0743417682,8
300364,71522,0061092355,7
300367,71522,0061091227,5
300370,71522,0316107107,5
300371,71522,0316107352,5
300372,71522,0394748646,5
300381,71522,0786889020,5
300446,71568,037322592X,7
300590,71587,0312274920,5
300595,71587,0375706410,7
300596,71587,0609608444,9
300598,71587,0765349671,9
300599,71587,0385508719,6
300602,71587,1400032806,3
300605,71587,0399144463,7
300607,71587,0446363251,5
300608,71587,0446611778,5
300610,71587,0375503315,5
300611,71587,0449902927,6
300620,71587,0786864516,8
300628,71591,0441117732,10
300629,71591,0441569595,10
300632,71591,0679454454,9
300670,71612,0060928417,9
300671,71612,0060936231,10
300674,71612,0312872836,6
300787,71628,0312979517,8
300789,71628,0374234574,6
300790,71628,0446600415,8
300791,71628,0446608262,8
300792,71628,0446527289,7
300794,71628,0425113884,7
300795,71628,0399146245,8
300801,71628,0553581929,8
300802,71628,0812507452,6
300843,71662,0515120278,7
300844,71662,051512463X,6
300856,71662,0515099546,6
300858,71662,0553572210,5
300859,71662,0553106333,5
300860,71662,0671523686,7
300861,71662,0764223305,5
300904,71703,0312986343,8
300907,71703,0445406488,10
300910,71703,0553563734,7
300937,71712,0142001430,9
300973,71712,0345369343,7
300978,71712,0679441018,8
300981,71712,0375401601,7
300992,71712,0517703963,8
301019,71712,0440225108,8
301045,71712,038529929X,5
301050,71712,0446519650,8
301087,71712,055323336X,8
301090,71712,0553272616,7
301113,71712,0671527215,7
301118,71712,0440114764,6
301148,71712,0743406184,5
301235,71716,0670894699,6
301254,71728,3257233051,5
301264,71739,0060196122,9
301268,71739,325722575X,8
301288,71739,3426614960,8
301306,71739,3442421357,9
301322,71739,3442444365,8
301334,71739,3453007867,9
301386,71739,3596102871,9
301390,71739,3596150981,8
301414,71752,0394498216,10
301415,71752,0394558235,9
301418,71752,067942573X,5
301419,71752,0345422392,7
301420,71752,0375701966,7
301422,71752,0385315236,7
301430,71752,0590457217,8
301431,71752,0590877437,5
301432,71752,0684853507,8
301433,71752,0684867621,7
301436,71761,0140258795,8
301439,71761,0684867672,8
301458,71786,0061097314,8
301463,71786,0141301147,7
301467,71786,0380814676,3
301468,71786,0385720106,8
301475,71786,0553107240,8
301477,71786,0671021001,6
301478,71786,0671042572,6
301479,71786,0151731527,7
301481,71786,0786884142,6
301500,71799,0446608262,5
301502,71799,0375411070,3
301508,71799,0553801279,3
301517,71800,039592720X,7
301521,71800,0553107755,5
301526,71800,0812551583,4
301527,71800,0765342308,9
301530,71800,0966067657,6
301565,71831,0064400557,6
301584,71831,014034991X,9
301589,71831,0440995779,7
301602,71831,0553213601,9
301603,71831,006008460X,9
301671,71853,0060931671,7
301673,71853,0060972122,10
301676,71853,0140086838,7
301688,71853,0316779423,9
301690,71853,034536676X,9
301691,71853,0345389964,7
301695,71853,037570910X,10
301706,71853,0385424728,6
301709,71853,0452281881,10
301720,71853,0671027344,9
301723,71853,0671724517,5
301726,71853,067973225X,3
301727,71853,0679734775,9
301728,71853,0679745203,7
301738,71853,0767902890,10
301740,71853,0767904427,10
301762,71884,0743467523,8
301767,71884,0440223806,8
301769,71884,0671673653,9
301790,71897,0441002617,7
301793,71897,0375713344,8
301802,71900,0060507365,4
301804,71900,0060915153,9
301839,71900,0553297090,8
301843,71900,0671034065,5
301844,71900,0671027581,3
301845,71900,0671737805,5
301847,71900,067173783X,5
301858,71900,0821769340,5
301860,71900,0751502014,7
301862,71900,0836218523,10
301869,71902,0060950536,9
301876,71902,0345333853,10
301879,71902,0345401123,8
301887,71902,0440226104,7
301888,71902,0446602744,8
301893,71902,0060174900,8
301895,71902,0553581406,7
301900,71902,0679746048,8
301903,71902,078688097X,6
301914,71902,0874776945,9
302012,71940,3453146972,9
302019,71940,3492045170,7
302021,71940,3522128001,10
302037,71967,3442541751,9
302071,71981,8433969978,9
302108,71981,8478447229,7
302156,72005,0446601543,5
302158,72005,0316153915,7
302159,72005,0671534645,10
302181,72028,0515094978,5
302189,72028,0785211578,5
302202,72028,1558743669,10
302203,72028,1558745157,5
302255,72099,0060175532,7
302256,72099,0316569321,8
302257,72099,0345426037,7
302258,72099,0399142851,8
302261,72099,0385319568,4
302262,72099,0440224861,4
302263,72099,0385324057,8
302268,72099,0399134204,10
302270,72100,0060171928,7
302272,72100,0060517794,5
302273,72100,0060915544,6
302274,72100,0140119795,8
302279,72100,0375703055,5
302282,72100,0440226104,7
302284,72100,038550120X,7
302285,72100,044651506X,6
302286,72100,0446675776,6
302290,72100,0671021001,7
302291,72100,0671015206,5
302348,72163,0062501860,8
302350,72163,0140071814,7
302393,72183,0446611212,6
302406,72183,0399143947,9
302417,72183,0671769200,7
302418,72183,0385479565,10
302434,72190,0446612626,6
302438,72190,0440241537,7
302441,72190,0425191184,4
302443,72190,0446607258,4
302444,72190,0451208188,4
302457,72190,0767902513,8
302458,72190,0767905385,6
302494,72214,0061097314,9
302495,72214,0061030430,5
302496,72214,0060922532,9
302503,72214,0316168815,10
302512,72214,0375703675,9
302513,72214,0375507507,3
302514,72214,044041833X,10
302518,72214,0385498802,9
302523,72214,0425174344,10
302524,72214,0425192725,8
302528,72214,0425152499,9
